nodeID1	nodeID2	weight
27	37	0.07454223078726173
27	25	0.08523451184939763
27	21	0.0788265602984969
27	48	0.07309519028187536
27	18	0.07383534960279385
27	8	0.08172780077106845
27	52	0.08104099071069507
27	5	0.0804984538288058
27	12	0.08264212701885841
27	51	0.07951371167326553
27	11	0.07327889415759226
27	23	0.07753188729612139
27	3	0.07056885576111044
27	9	0.08487132140877751
27	28	0.09116747412872826
27	10	0.07461441145546424
19	28	0.08874381830142075
19	51	0.07019287778006987
19	52	0.07058840493851208
19	59	0.08658029657580167
19	21	0.08114983990698926
19	20	0.07479921060913533
19	26	0.06643276370715971
19	60	0.076467523501502
19	24	0.09495060808443724
19	23	0.07627959214442674
19	25	0.10887966459858373
35	43	0.08120096464086586
35	31	0.0724122783030416
35	32	0.07170571323038204
35	41	0.1134059232298355
35	29	0.06915580646435893
35	46	0.0839488546727577
35	42	0.08423325603844474
35	44	0.08185200199380462
35	16	0.0773068565826918
35	33	0.07041639807051571
35	34	0.06962884032271678
35	38	0.09162559283995592
35	6	0.07026851365009126
35	45	0.08973498107088002
35	65	0.06653086155007082
35	30	0.06868261747989203
35	26	0.07448169097148245
35	36	0.07223175887004593
35	52	0.09495444027217986
35	37	0.11719930440255649
43	36	0.07108496817895288
43	38	0.08360871761990252
43	42	0.07537972643003864
43	46	0.09450972776565049
43	26	0.08639566090555283
43	37	0.08648474353003374
43	11	0.0708685475596399
43	32	0.06932609553311729
43	44	0.11194668854916152
43	17	0.07587191479873123
43	51	0.07848345739400411
43	5	0.07284128230911267
43	4	0.07058454088205258
43	41	0.09046839993987227
43	45	0.08751384207229353
43	10	0.07001878442100616
43	48	0.0717437976946785
43	7	0.06810067128648692
43	3	0.09661773427685931
43	2	0.08367878178099211
43	6	0.07860419169891107
43	52	0.08823043870239416
43	30	0.06781236541007912
6	60	0.07845082507553452
6	4	0.08175200081214377
6	14	0.07230014537806356
6	46	0.0724843273452905
6	1	0.07497514257096115
6	42	0.06826572856648087
6	7	0.07288611162809518
6	59	0.08764943314002832
6	38	0.07562409841186536
6	36	0.06714817019278528
6	5	0.08365281586894996
6	2	0.07599926621679583
6	13	0.06937574749013611
6	17	0.09872552206710662
6	3	0.07768445032047407
6	10	0.08273631501979603
6	16	0.07413109806469258
6	44	0.07511280816720298
6	41	0.07544079398627263
6	18	0.1761240702415127
60	24	0.07603617993098301
60	56	0.08178530271559285
60	42	0.07873181730543657
60	33	0.08101386033287444
60	28	0.07600430430184926
60	20	0.07604068192572877
60	12	0.10123723719782368
60	52	0.09800811646910788
60	57	0.11477596142972459
60	26	0.08124642023928064
60	13	0.0938311916730431
60	18	0.07558804929717702
60	51	0.11042935667981
60	5	0.07775423984851838
60	36	0.0846433089205955
60	17	0.07378435714566672
60	34	0.08653174487425917
60	65	0.15093968992937148
60	7	0.07600329688253817
60	11	0.07317667005832483
60	29	0.0772844570642453
60	61	0.09192339630295979
60	59	0.22028397268701513
60	38	0.09006408020348011
60	32	0.07822129648227334
60	58	0.13135417474005381
60	30	0.08077674448146983
60	4	0.07470993845850754
60	10	0.0734361771513804
60	47	0.10939773528188704
60	16	0.10533129610462438
60	31	0.07668328717695042
60	21	0.07693799668204686
60	48	0.10066501413125692
7	8	0.09871589166185016
7	44	0.06608357414835998
7	52	0.07348700365306242
7	51	0.07139706253709009
7	3	0.06597539168494543
7	38	0.06949629221471655
7	2	0.06368630829046566
7	59	0.08519427606524602
7	26	0.07280723072436204
7	9	0.11901603449278626
7	48	0.06610681455567588
7	16	0.07027153861846402
7	5	0.07982160843090971
17	3	0.07573717885230047
17	26	0.10628753392684079
17	41	0.07218536610700113
17	5	0.07541288984976152
17	18	0.09668183337602175
17	4	0.07355435723349633
17	44	0.07236144606425614
17	13	0.06546713375778714
17	12	0.06771407847975645
17	45	0.0684903217648971
59	38	0.10066639855073052
59	56	0.09470593551022558
59	10	0.08162488846743686
59	33	0.0888112103498175
59	26	0.09098507638227536
59	57	0.11355573994273137
59	65	0.13282052726244625
59	42	0.08681700263219357
59	64	0.10574908913766454
59	11	0.0812373810335717
59	20	0.0855817040706096
59	5	0.08707412618242003
59	12	0.12448558717783403
59	58	0.15000200557114085
59	52	0.11051888408738543
59	32	0.08575133101503742
59	28	0.08582766862088988
59	34	0.09477945591212324
59	31	0.08402531690807141
59	61	0.1160630930672996
59	18	0.08408147632990225
59	23	0.08988812069993588
59	51	0.12234551142207503
59	13	0.11254620731768435
59	16	0.11678165408282615
59	48	0.10973921203437897
59	62	0.10654931547067006
59	36	0.09308969011467481
59	47	0.11285226194791889
59	29	0.08449467205070726
59	30	0.08834794076114426
59	4	0.08324272860460867
38	37	0.10827250330629405
38	45	0.08453155527168565
38	52	0.17049435243069952
38	16	0.09214171906258888
38	12	0.07739988809830492
38	39	0.07598753985644839
38	41	0.09495919114372352
38	32	0.09262093391575373
38	44	0.08278411629184812
38	34	0.08245353660060288
38	57	0.07183693731711077
38	42	0.12197939912525997
38	58	0.06938519766965745
38	47	0.07433720012594765
38	51	0.09250240927069962
38	5	0.07280454836654461
38	31	0.09850101696242708
38	65	0.07532259092586399
38	13	0.0740666429186502
38	48	0.08264596518330332
38	33	0.08632970082261646
41	36	0.07572505802433825
41	46	0.09724915307229037
41	13	0.07036121195799798
41	16	0.08178123813497075
41	37	0.1099756608127561
41	33	0.07366693227637523
41	34	0.07310128629123044
41	12	0.07323449790614513
41	3	0.08040867867343579
41	51	0.08253939804544985
41	26	0.08059271086717794
41	52	0.09935561199497653
41	42	0.08606309730045261
41	31	0.07526951590761422
41	11	0.06907019085395592
41	30	0.0718836772290491
41	45	0.1118743673503897
41	10	0.06858648754240329
41	48	0.07494338068190283
41	29	0.07215038020792325
41	44	0.09237852874520716
41	32	0.07474493461285443
36	52	0.09896593235199636
36	44	0.06998428822034113
36	37	0.07981841528857732
36	42	0.07594247339026904
36	45	0.06986809023472998
36	32	0.08538995832660552
36	33	0.11946555022075224
36	34	0.09029051889946463
36	29	0.09117786295537146
36	26	0.06991228156182812
36	46	0.06934356427855463
36	16	0.09471279630797717
36	31	0.07978123224846362
36	30	0.1206493994277048
36	65	0.0717806292587576
8	9	0.08814948171180105
8	2	0.06237866240558853
8	1	0.0769385312301288
8	4	0.07507972901630866
8	16	0.06815684804632491
8	11	0.06990962859467958
8	12	0.0691702631086398
8	3	0.06452764259174183
8	5	0.07972447130809947
47	56	0.06554756077124851
47	65	0.09450988082249069
47	26	0.06710979227132968
47	57	0.100736008324251
47	16	0.08830187863970992
47	52	0.07983437913770455
47	28	0.06248390436149009
47	61	0.0694759884353567
47	58	0.07724472874250249
47	62	0.0684720483563679
47	48	0.08736146175666348
47	20	0.06270199545535703
47	37	0.07098371410413715
47	51	0.09300012445223661
14	3	0.11586867064508256
46	30	0.06617513670771823
46	44	0.10483817981371578
46	32	0.0680230043231751
46	31	0.06817920834655174
46	33	0.0675287178728096
46	16	0.0750170257943252
46	42	0.07508175153134586
46	37	0.08792343584860257
46	29	0.0660771578184042
46	45	0.10160503956730321
46	51	0.07575945381773067
46	26	0.0779131042266171
46	34	0.06745344250763276
46	52	0.08678894393248322
4	1	0.08816477661231184
4	10	0.10434677192130945
4	16	0.07005395763080093
4	12	0.06945634323364196
4	5	0.12074420807616593
4	3	0.06885876401312528
4	37	0.06967972217418072
4	51	0.0710741813834866
4	11	0.08599123466841847
4	2	0.06675140210921332
4	52	0.07428776375434329
4	18	0.07816161452179443
56	62	0.07453058770023271
56	13	0.091780320332071
56	23	0.08134198379362619
56	48	0.06762400397863338
56	12	0.08972589511279268
56	57	0.06450223581980331
24	23	0.07885600604072357
24	21	0.0873571513945073
24	20	0.07206359086319844
24	25	0.08676729707308223
24	28	0.08066811335181004
33	39	0.07682368614069542
33	32	0.08542674357470473
33	51	0.08785748879642738
33	29	0.09450883234247728
33	42	0.07425389372962292
33	16	0.08894957191993716
33	52	0.09687240135391409
33	30	0.09743936208687592
33	31	0.07889562732569065
33	37	0.07769631016125664
33	65	0.06911995775690963
33	34	0.08385001095813503
33	44	0.06810177137186553
39	52	0.08272708131188532
39	16	0.10087060901764792
39	12	0.06724425361089464
39	34	0.1540740408483946
39	30	0.08052995699120002
39	13	0.06451594894608223
39	51	0.09474564008437032
39	29	0.07120138126555757
1	11	0.07536963441384487
1	12	0.06747938682383167
1	3	0.06546377613279537
1	2	0.06342842644193869
1	5	0.10067187904913903
1	10	0.08100343736954745
31	45	0.0690419232922332
31	44	0.0685015675840958
31	37	0.08100198641911514
31	42	0.0800879940944267
31	30	0.07458433505065357
31	32	0.0934038655752296
31	29	0.08097830001730259
26	44	0.08148648302302369
26	20	0.06914883505890579
26	3	0.08749916718708768
26	21	0.0653362140534845
26	48	0.07169431311656216
26	45	0.07616733791275274
26	13	0.07104222063282634
26	37	0.08005348671489826
26	18	0.09544031967749363
26	34	0.06870556175326618
26	16	0.07717586868031467
26	12	0.07372752192977279
44	42	0.07489407938044215
44	32	0.06844555178344972
44	51	0.0768486321540907
44	37	0.08659495656510591
44	34	0.06819288120527822
44	52	0.0871111413634847
44	16	0.07603848115532423
44	45	0.0912320338353516
44	30	0.06678577270036876
42	45	0.07691311517830991
42	52	0.11414756807369479
42	37	0.10043477042052683
42	34	0.0720561126768577
42	30	0.07179683721620159
42	51	0.08003760476866109
42	16	0.07965151825880308
42	3	0.06986588678927153
57	61	0.068908525039169
57	62	0.06764711913392413
57	52	0.07690110017945488
57	28	0.061328554015701434
57	58	0.07843275514328385
57	48	0.08156787347540453
57	37	0.06881460172046536
57	51	0.08708990731277261
57	65	0.10448125639300757
61	65	0.07416175862647628
61	12	0.08852132084576342
61	13	0.08048911045616132
61	58	0.07311599904888731
61	62	0.0820206276669735
11	9	0.06773486078315633
11	3	0.0694802046122989
11	2	0.06760007483350507
11	10	0.09138580954861046
11	12	0.06778748620664593
11	18	0.08416100696923733
23	13	0.08018878468188288
23	20	0.06903207448779956
23	28	0.07275380565186779
23	12	0.08095687088276385
23	25	0.07392819194303422
23	21	0.08882660425026227
37	16	0.0854668114198559
37	65	0.07212252056110073
37	34	0.07634937247039576
37	45	0.09222866815709413
37	29	0.07635689999051168
37	5	0.07204798709949048
37	3	0.07855770192785703
37	30	0.07543998863593888
37	13	0.07183089388922599
37	52	0.11130718371845405
37	32	0.07974888134297235
37	48	0.07776701282240579
37	12	0.0748805518710779
9	51	0.06875255791729552
9	16	0.06770208792768655
9	52	0.07061929453969357
9	5	0.07566402585649203
9	3	0.06354641210801004
30	34	0.08863803652073038
30	16	0.09119097579196979
30	29	0.08245634015869968
30	45	0.06662140679462916
30	32	0.07889101544623595
51	28	0.07009033948036243
51	16	0.17286610446264578
51	48	0.14933103345603047
51	45	0.07602879551940468
51	34	0.10359500195890783
51	20	0.0706903817862039
51	58	0.07989712670233579
51	18	0.07257542622520702
51	65	0.09049304344616772
51	5	0.07373451672577054
51	62	0.07510420909384188
51	32	0.08225419055188277
51	12	0.08535160888178607
51	13	0.08085228848230483
32	29	0.09256612411831615
32	45	0.06875641461367486
32	52	0.10903476321163737
28	65	0.06453325976381512
28	48	0.06510425709894428
28	20	0.07942009451135436
28	52	0.07074055631415196
16	48	0.12066769154333012
16	10	0.06904949720271118
16	5	0.07262639121534584
16	52	0.10167800245622549
16	65	0.08679009225774711
16	18	0.07160132410773695
16	13	0.07892538024555178
16	34	0.11034089282095161
16	20	0.06950993931193174
16	12	0.08314677302060478
16	21	0.06878884455178466
16	29	0.082786143636524
16	45	0.07533058962555594
48	52	0.08991325961457693
48	65	0.08413325151851465
48	58	0.07447440686963715
48	12	0.07845691872825533
48	18	0.0669513904303098
48	13	0.07458547896856721
48	20	0.0655701092576648
48	62	0.06976521822413945
48	5	0.06802509173691587
48	34	0.08806389676023628
52	65	0.08085219489442827
52	18	0.07714642275542177
52	45	0.08844928489669836
52	34	0.09049193142089694
52	20	0.07191004039220603
52	62	0.07279461805130723
52	5	0.0770628572218621
52	12	0.08285880816352291
52	58	0.07396603021086655
52	13	0.0790190161413534
45	34	0.06779976133102995
45	29	0.06667224553183373
5	10	0.09812641183550515
5	18	0.07995486632420938
5	2	0.06863107343730354
5	3	0.07092311730852245
5	12	0.07219054303700496
13	12	0.128926250962781
13	65	0.07631549413408116
13	3	0.06621584281591568
13	18	0.06709633527759871
13	62	0.09224758099534154
10	2	0.06643173146023718
10	3	0.06843166265617333
10	12	0.0682255217857896
10	18	0.07896065932973476
20	21	0.07003576055449065
58	62	0.0700999957695332
58	65	0.08918231446640866
2	12	0.06566229545634074
2	3	0.09397558521347263
12	18	0.06942900308216246
12	3	0.06862513585282201
12	65	0.08097039022649061
12	62	0.11235019189506926
21	25	0.07770341539689202
62	64	0.0900816903325648
62	65	0.07230359224026336
3	18	0.07517957638539478
65	64	0.07104786181796174
65	34	0.07335160296761246
