53	4.218655253118762	5.993192139155913
22	8.17195975422772	4.253233131013873
54	6.757615023140786	4.446561909696323
50	7.008310677794917	5.896527749814688
55	5.704924618354978	5.799863360473464
63	7.647772417289554	5.123212635084893
49	6.889572351263132	5.026548245743669
15	6.003082326707727	2.2232809548481614
40	7.6143506827073715	1.1599726720946928
27	6.344386357849615	3.4799180162840786
19	8.12881343143858	3.576582405625303
35	7.349614708936805	1.3533014507771415
43	6.825427371998639	1.8366233974832635
6	7.063501704227869	2.6099385122130587
60	4.699696267267788	5.413205803108566
7	7.711917396554046	3.383253626942854
17	7.858572143293834	2.41660973353061
59	3.3963102078278484	5.2198770244261175
38	5.863345343700589	0.966643893412244
41	6.5272696636458925	1.449965840118366
36	7.116238969457807	0.2899931680236732
8	8.150582723289348	3.189924848260405
47	7.306468386147666	5.70319897113224
14	8.348774539791274	1.933287786824488
46	7.431467376911094	1.6432946188008148
4	7.772771408052982	2.9965960695779565
56	7.885846749518782	4.349897520355098
24	8.273422672294513	3.9632399629902
33	7.579960068431699	0.483321946706122
39	8.213591854579343	0.0966643893412244
1	8.292714042363935	3.0932604589191808
31	7.9640988286331	0.7733151147297952
26	6.60912233162018	2.3199453441893856
44	7.166731403140529	1.7399590081420393
42	7.39124680928843	1.0633082827534683
57	7.6802783717268905	5.606534581791015
61	8.037507381823549	4.929883856402444
11	8.013539028882109	2.706602901554283
23	8.084038566020709	4.15656874167265
37	6.241156658936956	1.2566370614359172
9	8.253812422202008	3.2865892376016297
30	7.742734534878819	0.3866575573648976
51	5.3057362721802415	6.1865209178383616
32	7.8020665537139315	0.6766507253885707
28	8.106637213458374	3.7699111843077517
16	5.5220413125587005	0.0
48	6.439348475438881	6.089856528497137
52	5.041000298409676	0.8699795040710196
45	7.47036899707302	1.5466302294595904
5	7.261693520729795	2.899931680236732
13	6.685690388991503	4.5432262990375465
29	8.061001082580725	0.5799863360473464
10	7.989076448431442	2.8032672908955076
20	7.91250839106012	3.673246794966527
58	7.93858401474872	5.316541413767342
2	8.19295841070307	2.1266165655069367
12	6.128081317471155	4.639890688378771
21	8.233872572685591	4.059904352331425
62	7.830655723085831	4.736555077719996
3	7.508035434282418	2.0299521761657124
18	7.544542718376894	2.5132741228718345
65	6.950426362762069	5.509870192449791
34	7.215162336532634	0.1933287786824488
25	8.311696737234856	3.866575573648976
64	8.33038047957333	4.83321946706122
