1	3	columns
1	4	after
1	5	the
1	6	second
1	10	one
1	11	will
1	12	be
2	1	ignored
2	3
2	4
2	5
2	6
2	8
2	10
2	11
2	12
2	15
3	1
3	2
3	4
3	5
3	6
3	7
3	8
3	10
3	11
3	12
3	13
3	14
3	15
3	17
3	18
3	41
3	42
3	43
4	1
4	2
4	3
4	5
4	6
4	8
4	10
4	11
4	12
4	16
4	17
4	18
4	59
4	60
5	1
5	2
5	3
5	4
5	7
5	9
5	10
5	12
5	15
5	16
5	17
5	18
5	51
5	52
5	59
5	60
6	1
6	2
6	3
6	4
6	5
6	7
6	10
6	13
6	14
6	16
6	17
6	18
6	59
6	60
7	2
7	3
7	5
7	6
7	16
7	51
7	52
7	59
7	60
8	1
8	2
8	3
8	4
8	5
8	7
8	9
8	11
8	12
9	3
9	5
9	7
9	8
9	11
9	16
10	1
10	2
10	3
10	4
10	6
10	11
10	12
10	15
10	16
10	18
10	27
11	1
11	2
11	3
11	4
11	9
11	10
11	12
11	15
11	18
11	27
12	1
12	2
12	3
12	4
12	5
12	8
12	10
12	11
12	13
12	15
12	16
12	17
12	18
12	22
12	23
12	27
12	37
12	39
12	41
12	48
12	49
12	51
12	52
12	53
12	54
12	56
12	59
12	60
12	61
12	62
12	63
12	65
13	3
13	6
13	12
13	16
13	17
13	18
13	22
13	23
13	27
13	37
13	39
13	41
13	48
13	49
13	53
13	54
13	56
13	59
13	60
13	61
13	62
13	63
13	65
14	3
14	6
14	15
15	2
15	3
15	5
15	6
15	7
15	10
15	11
15	12
15	13
15	14
15	17
15	18
15	26
15	27
15	37
15	38
15	39
15	40
15	41
15	42
15	43
15	44
15	45
15	46
15	47
15	48
15	50
15	52
15	54
15	59
16	4
16	5
16	6
16	7
16	8
16	9
16	13
16	18
16	20
16	21
16	26
16	27
16	29
16	30
16	33
16	34
16	35
16	36
16	38
16	39
16	40
16	41
16	42
16	44
16	45
16	46
16	47
16	48
16	51
16	52
16	53
16	54
16	60
17	3
17	6
17	13
17	15
17	18
17	60
18	5
18	13
18	16
18	26
18	27
18	48
18	49
18	50
18	51
18	52
18	60
19	20
19	21
19	23
19	24
19	27
19	51
19	52
19	59
19	60
20	19
20	21
20	22
20	23
20	24
20	26
20	27
20	28
20	51
20	52
20	59
20	60
21	19
21	20
21	23
21	24
22	19
22	21
22	23
22	24
22	53
22	54
22	56
22	59
22	60
23	19
23	20
23	21
23	22
23	24
23	27
23	53
23	54
23	56
23	59
24	19
24	21
24	22
24	23
24	27
25	19
25	21
25	23
25	24
25	27
26	3
26	7
26	12
26	13
26	15
26	16
26	17
26	18
26	19
26	20
26	21
26	27
26	34
26	43
26	44
26	45
26	46
26	47
26	48
26	49
26	50
26	53
26	54
26	59
26	60
27	3
27	5
27	7
27	8
27	9
27	10
27	11
27	12
27	13
27	15
27	16
27	19
27	20
27	21
27	23
27	24
27	25
27	26
27	28
27	37
27	38
27	48
27	49
27	50
27	51
27	52
27	53
27	54
27	59
27	60
28	19
28	20
28	23
28	24
28	59
28	60
28	65
29	16
29	30
29	31
29	32
29	33
29	35
29	36
29	39
29	59
29	60
